timestamp;open;high;low;close;volume
1.74241E+12;0.725;0.725;0.723;0.724;0.550000012
1.74241E+12;0.724;0.726;0.724;0.724;1.75999999
1.74241E+12;0.724;0.724;0.723;0.723;0.769999981
1.74241E+12;0.722;0.724;0.722;0.723;1.100000024
1.74241E+12;0.722;0.723;0.722;0.723;0.550000012
1.74241E+12;0.722;0.724;0.722;0.722;1.100000024
1.74241E+12;0.721;0.723;0.721;0.722;0.769999981
1.74241E+12;0.722;0.724;0.722;0.724;1.870000005
1.74241E+12;0.725;0.725;0.724;0.725;0.330000013
1.74241E+12;0.725;0.727;0.725;0.727;0.439999998
1.74241E+12;0.727;0.728;0.727;0.727;1.429999948
1.74241E+12;0.727;0.728;0.726;0.726;1.210000038
1.74241E+12;0.725;0.725;0.724;0.724;0.769999981
1.74241E+12;0.724;0.724;0.723;0.723;0.660000026
1.74241E+12;0.724;0.724;0.723;0.723;1.100000024
1.74241E+12;0.724;0.725;0.724;0.725;0.219999999
1.74241E+12;0.724;0.724;0.723;0.723;1.100000024
1.74241E+12;0.724;0.724;0.723;0.724;0.439999998
1.74241E+12;0.723;0.724;0.723;0.723;0.879999995
1.74241E+12;0.723;0.724;0.723;0.723;0.769999981
1.74241E+12;0.723;0.724;0.723;0.724;0.550000012
1.74241E+12;0.723;0.723;0.721;0.721;0.550000012
1.74241E+12;0.72;0.72;0.719;0.719;0.439999998
1.74241E+12;0.719;0.72;0.718;0.718;1.210000038
1.74241E+12;0.719;0.719;0.717;0.718;0.879999995
1.74241E+12;0.717;0.718;0.717;0.718;0.330000013
1.74241E+12;0.718;0.719;0.717;0.718;1.649999976
1.74241E+12;0.717;0.718;0.717;0.718;0.439999998
1.74241E+12;0.717;0.717;0.715;0.716;1.429999948
1.74241E+12;0.716;0.717;0.715;0.716;0.99000001
1.74241E+12;0.715;0.716;0.715;0.716;1.320000052
1.74241E+12;0.716;0.718;0.716;0.717;1.429999948
1.74241E+12;0.717;0.718;0.717;0.717;0.769999981
1.74241E+12;0.717;0.718;0.717;0.718;0.439999998
1.74241E+12;0.718;0.719;0.718;0.719;0.219999999
1.74241E+12;0.718;0.718;0.718;0.718;0.109999999
1.74241E+12;0.718;0.719;0.718;0.719;0.439999998
1.74241E+12;0.718;0.718;0.717;0.717;0.219999999
1.74241E+12;0.718;0.719;0.718;0.719;0.219999999
1.74241E+12;0.718;0.718;0.718;0.718;0.219999999
1.74241E+12;0.719;0.719;0.719;0.719;0.109999999
1.74241E+12;0.718;0.718;0.718;0.718;0.219999999
1.74241E+12;0.718;0.719;0.718;0.719;0.219999999
1.74241E+12;0.718;0.719;0.718;0.719;0.219999999
1.74241E+12;0.718;0.719;0.718;0.719;0.219999999
1.74241E+12;0.718;0.719;0.718;0.719;1.320000052
1.74241E+12;0.718;0.718;0.717;0.717;0.330000013
1.74241E+12;0.717;0.717;0.717;0.717;0.660000026
1.74241E+12;0.716;0.717;0.716;0.717;0.550000012
1.74241E+12;0.717;0.718;0.717;0.717;0.330000013
1.74241E+12;0.718;0.719;0.717;0.718;0.879999995
1.74241E+12;0.718;0.718;0.718;0.718;0.439999998
1.74241E+12;0.717;0.717;0.716;0.717;0.330000013
1.74241E+12;0.718;0.718;0.717;0.717;0.439999998
1.74241E+12;0.717;0.718;0.717;0.717;1.320000052
1.74241E+12;0.717;0.719;0.717;0.719;1.100000024
1.74241E+12;0.72;0.72;0.72;0.72;0.109999999
1.74241E+12;0.719;0.72;0.719;0.719;1.320000052
1.74241E+12;0.719;0.72;0.719;0.72;0.660000026
1.74241E+12;0.719;0.721;0.719;0.721;0.660000026
1.74241E+12;0.721;0.721;0.721;0.721;0.219999999
1.74241E+12;0.721;0.722;0.721;0.722;0.439999998
1.74241E+12;0.722;0.723;0.722;0.723;0.439999998
1.74241E+12;0.722;0.722;0.722;0.722;0.109999999
1.74241E+12;0.721;0.722;0.721;0.721;0.439999998
1.74242E+12;0.72;0.721;0.72;0.72;1.320000052
1.74242E+12;0.721;0.721;0.72;0.72;0.550000012
1.74242E+12;0.72;0.721;0.72;0.72;0.879999995
1.74242E+12;0.72;0.721;0.72;0.721;0.219999999
1.74242E+12;0.721;0.722;0.721;0.722;0.219999999
1.74242E+12;0.721;0.722;0.721;0.722;0.769999981
1.74242E+12;0.721;0.721;0.721;0.721;0.109999999
1.74242E+12;0.721;0.722;0.721;0.721;0.660000026
1.74242E+12;0.721;0.722;0.721;0.721;0.660000026
1.74242E+12;0.72;0.721;0.72;0.72;0.439999998
1.74242E+12;0.72;0.721;0.72;0.72;0.550000012
1.74242E+12;0.72;0.721;0.72;0.72;0.330000013
1.74242E+12;0.721;0.721;0.72;0.72;0.330000013
1.74242E+12;0.719;0.72;0.719;0.72;0.439999998
1.74242E+12;0.719;0.719;0.719;0.719;0.219999999
1.74242E+12;0.719;0.719;0.719;0.719;0.219999999
1.74242E+12;0.719;0.72;0.719;0.72;0.219999999
1.74242E+12;0.719;0.719;0.719;0.719;0.109999999
1.74242E+12;0.718;0.718;0.718;0.718;0.219999999
1.74242E+12;0.717;0.718;0.717;0.718;0.439999998
1.74242E+12;0.717;0.717;0.717;0.717;0.219999999
1.74242E+12;0.716;0.716;0.716;0.716;0.219999999
1.74242E+12;0.717;0.717;0.716;0.716;0.330000013
1.74242E+12;0.715;0.715;0.715;0.715;0.219999999
1.74242E+12;0.716;0.716;0.716;0.716;0.109999999
1.74242E+12;0.715;0.715;0.715;0.715;0.109999999
1.74242E+12;0.715;0.715;0.715;0.715;0.330000013
1.74242E+12;0.714;0.715;0.714;0.715;0.330000013
1.74242E+12;0.714;0.715;0.714;0.714;0.660000026
1.74242E+12;0.715;0.715;0.715;0.715;0.109999999
1.74242E+12;0.715;0.715;0.715;0.715;0.219999999
1.74242E+12;0.715;0.716;0.715;0.716;1.100000024
1.74242E+12;0.715;0.716;0.715;0.716;0.660000026
1.74242E+12;0.716;0.717;0.716;0.717;0.879999995
1.74242E+12;0.716;0.717;0.716;0.716;0.330000013
1.74242E+12;0.716;0.717;0.716;0.717;0.219999999
1.74242E+12;0.717;0.718;0.717;0.718;0.219999999
1.74242E+12;0.717;0.717;0.717;0.717;0.219999999
1.74242E+12;0.717;0.718;0.717;0.718;0.219999999
1.74242E+12;0.719;0.719;0.718;0.719;0.769999981
1.74242E+12;0.718;0.719;0.718;0.719;0.219999999
1.74242E+12;0.719;0.719;0.719;0.719;0.330000013
1.74242E+12;0.719;0.719;0.719;0.719;0.109999999
1.74242E+12;0.72;0.72;0.719;0.72;0.330000013
1.74242E+12;0.719;0.719;0.719;0.719;0.550000012
1.74242E+12;0.72;0.72;0.72;0.72;0.109999999
1.74242E+12;0.72;0.721;0.72;0.721;0.219999999
1.74242E+12;0.721;0.721;0.721;0.721;0.219999999
1.74242E+12;0.72;0.72;0.72;0.72;0.330000013
1.74242E+12;0.721;0.721;0.72;0.72;0.330000013
1.74242E+12;0.721;0.721;0.721;0.721;0.109999999
1.74242E+12;0.72;0.72;0.72;0.72;0.109999999
1.74242E+12;0.72;0.721;0.72;0.721;0.219999999
1.74242E+12;0.722;0.722;0.721;0.721;0.330000013
1.74242E+12;0.721;0.722;0.72;0.72;0.439999998
1.74242E+12;0.72;0.721;0.72;0.721;0.219999999
1.74242E+12;0.721;0.722;0.721;0.722;0.219999999
1.74242E+12;0.721;0.721;0.721;0.721;0.219999999
